Page ID,Page name,Disclaimer,Amount spent (BRL),Number of ads in Library
0,Instagram User 5680392032,These ads ran without a disclaimer,≤100,1
108291558063137,Top gaming,These ads ran without a disclaimer,≤100,1
706005989545400,Poder Goias,These ads ran without a disclaimer,≤100,1
400040594122959,Marcio Rao,These ads ran without a disclaimer,≤100,1
112285320240455,Footprint,These ads ran without a disclaimer,≤100,1
598680183581087,MobiCastle - World of Castles,These ads ran without a disclaimer,≤100,1
356583431422577,Crowther Lab,These ads ran without a disclaimer,≤100,2
0,Instagram User 6349749554,These ads ran without a disclaimer,≤100,1
185999151456481,Somatic Experiencing International,These ads ran without a disclaimer,≤100,1
904243949772631,TMBK Satire,These ads ran without a disclaimer,≤100,2
100469365542976,Audibel Rio Grande do Sul,These ads ran without a disclaimer,≤100,1
101736388600149,La Organización Mundial de Aduanas,These ads ran without a disclaimer,≤100,1
104140718887506,Support Ukraine,These ads ran without a disclaimer,≤100,1
126052760507,Mama Cash,These ads ran without a disclaimer,≤100,26
167878593236712,UNICEF en español,UNICEF,≤100,33
106223077914884,Citizen Remote,These ads ran without a disclaimer,≤100,1
46847613149,iAgua.es,These ads ran without a disclaimer,≤100,1
420035725127388,CTA Notícias,These ads ran without a disclaimer,≤100,1
104124844567177,The Urban Foxes,These ads ran without a disclaimer,≤100,1
104775735180911,Voe Alto - Brinquedos e Livros Educativos,These ads ran without a disclaimer,≤100,1
2309658642633397,geyelland,These ads ran without a disclaimer,≤100,1
307083786329867,Clínica CIOR Assú,These ads ran without a disclaimer,≤100,1
100822261659431,Kifflire,These ads ran without a disclaimer,≤100,2
0,Instagram User 8899756087,These ads ran without a disclaimer,≤100,1
24287259392,Nestlé,These ads ran without a disclaimer,≤100,1
0,Instagram User 1225615585,These ads ran without a disclaimer,≤100,1
100437801524133,Javier Carrizo,These ads ran without a disclaimer,≤100,4
101364111558378,Lorenzo Rubert,These ads ran without a disclaimer,≤100,2
488629597893093,Goodwall,These ads ran without a disclaimer,≤100,1
1827045127526459,Matheus Da Rondônia,These ads ran without a disclaimer,≤100,1
107906294923895,Understanding China,These ads ran without a disclaimer,≤100,1
501402253315190,SavingGanesh.org - ElephantsNow,These ads ran without a disclaimer,≤100,2
115855626948185,The Biblical Literacy Initiative,These ads ran without a disclaimer,≤100,1
107365504269107,Detetive Douglas,These ads ran without a disclaimer,≤100,1
17043549797,MIT Technology Review,These ads ran without a disclaimer,≤100,18
183591045024311,Silestone by Cosentino,These ads ran without a disclaimer,≤100,1
108182517415789,Clever Classic,These ads ran without a disclaimer,≤100,1
1619969771657694,Yidan Prize,These ads ran without a disclaimer,≤100,7
413634635459350,Tu Fotografía Móvil,These ads ran without a disclaimer,≤100,1
113765053508061,Rjnapratica,These ads ran without a disclaimer,≤100,1
314487868674368,Marilinda Marques Fernandes - Advogados Associados,These ads ran without a disclaimer,≤100,1
343731449001203,Dainik Savera,These ads ran without a disclaimer,≤100,2
113347756695371,Pit i Collons,These ads ran without a disclaimer,≤100,1
508577582586422,AI Translator -Fast & Accurate-1,These ads ran without a disclaimer,≤100,1
107280770707238,TextSticker,These ads ran without a disclaimer,≤100,1
874313709575804,Fashion Rollers,These ads ran without a disclaimer,≤100,1
0,Instagram User 7639684713,These ads ran without a disclaimer,≤100,1
235845703663179,Tauras Lithuania,These ads ran without a disclaimer,≤100,1
334445814722,JJ Yosh,These ads ran without a disclaimer,≤100,1
429127417140901,Lúcida Letra,These ads ran without a disclaimer,≤100,1
104020608865784,Secretaria de Saúde de Paraty,These ads ran without a disclaimer,≤100,1
0,Marketplace Seller 5511682302,These ads ran without a disclaimer,≤100,1
111438633665691,Rio Branco Filmes - Agência e Produtora Audiovisual,These ads ran without a disclaimer,≤100,1
282151302149537,Mister National Universe the new Gen of the future,These ads ran without a disclaimer,≤100,1
2669217126481609,What is an Animal,These ads ran without a disclaimer,≤100,1
0,Instagram User 4162764055,These ads ran without a disclaimer,≤100,1
1824195231170579,Real Estate Kate,These ads ran without a disclaimer,≤100,1
107562341786061,Dov Stories,These ads ran without a disclaimer,≤100,2
580366902450797,Pratilipi Urdu,These ads ran without a disclaimer,≤100,1
105377651495802,Messias da Gente,These ads ran without a disclaimer,≤100,1
109323854829811,Minute VPN Android,These ads ran without a disclaimer,≤100,2
100285212597283,escritodeunfilantropo,These ads ran without a disclaimer,≤100,1
0,Instagram User 8889323815,These ads ran without a disclaimer,≤100,1
409247052548629,ClimateLaunchpad,These ads ran without a disclaimer,≤100,1
106928998447189,Vi no ZapZap,These ads ran without a disclaimer,≤100,1
271070706391564,Prefeitura de Paraíso do Tocantins,These ads ran without a disclaimer,≤100,1
227631823943786,FAZENDA & CIA,These ads ran without a disclaimer,≤100,1
71613839321,Merca2.0,These ads ran without a disclaimer,≤100,9
111652574754871,All Translator Pro-2,These ads ran without a disclaimer,≤100,2
106656141523968,internationalwally,These ads ran without a disclaimer,≤100,1
100717759182932,Chapa Trabalho e Transparência,These ads ran without a disclaimer,≤100,1
108221258498046,Deep Wallpaper-wei-3.21,These ads ran without a disclaimer,≤100,1
1451938855072728,Siaka Barry,These ads ran without a disclaimer,≤100,1
1084090165004645,Voluntarios Por La Protección De La Infancia,These ads ran without a disclaimer,≤100,3
102465331519594,Adriano Biava,These ads ran without a disclaimer,≤100,1
171003873032425,Wilsinho da Tabu,These ads ran without a disclaimer,≤100,1
108236785145553,Safe and Fast-App Lock-01,These ads ran without a disclaimer,≤100,1
101766475763768,"Diversity, Equity, and Inclusion: DEI Strategies for Business Impact",These ads ran without a disclaimer,≤100,1
105146754331295,DJI Enterprise,These ads ran without a disclaimer,≤100,6
102770318639135,Libertarios,These ads ran without a disclaimer,≤100,1
1999866856913740,Fabio Maccagnan,These ads ran without a disclaimer,≤100,1
2230471360513435,_violagoddess_,These ads ran without a disclaimer,≤100,1
113566837493671,"Natal,Rio Grande do Norte Local - News Break",These ads ran without a disclaimer,≤100,2
110712344521483,Alliance for Korea United USA,These ads ran without a disclaimer,≤100,1
108176295137917,Food is in the house,These ads ran without a disclaimer,≤100,2
105782451999626,Chanoyuucollection,These ads ran without a disclaimer,≤100,1
200990963441531,Boredom Therapy,These ads ran without a disclaimer,≤100,1
0,Instagram User 3801951621,These ads ran without a disclaimer,≤100,1
105875658272450,História na veia,These ads ran without a disclaimer,≤100,1
0,Instagram User 9566345421,These ads ran without a disclaimer,≤100,1
0,Instagram User 1477299091,These ads ran without a disclaimer,≤100,1
101607198167304,Medthority,These ads ran without a disclaimer,≤100,4
102303134507801,Ocean Purpose Project,These ads ran without a disclaimer,≤100,4
112769760906972,Estado de Minas Gerais Local - News Break,These ads ran without a disclaimer,≤100,5
711009978986796,广交会,These ads ran without a disclaimer,≤100,2
108022265156631,Ukraine / Україна,These ads ran without a disclaimer,≤100,1
124252504303223,UNICEF (FR),UNICEF avec des crédits publicitaires Facebook,≤100,1
476190695732451,Irving Marathon,These ads ran without a disclaimer,≤100,1
100452562571422,Ins. Um Toque Muito Especial,These ads ran without a disclaimer,≤100,1
102011982201361,Loteamento São Francisco 3,These ads ran without a disclaimer,≤100,1
1152972678087816,Maria Helena Rettondini,These ads ran without a disclaimer,≤100,1
143805629001433,Bvn_tv,These ads ran without a disclaimer,≤100,1
0,Instagram User 939421636,These ads ran without a disclaimer,≤100,1
1406236142921308,Guia Brasileiro em Israel,These ads ran without a disclaimer,≤100,1
103120985295273,MS Contrata+,These ads ran without a disclaimer,≤100,2
1684957168245552,Fundación GAMMA,These ads ran without a disclaimer,≤100,1
164960690258914,Jornal do Commercio,These ads ran without a disclaimer,≤100,1
112386154552211,Investing Weekly,These ads ran without a disclaimer,≤100,1
109662488246997,Explore Haikou,These ads ran without a disclaimer,≤100,3
102153471654987,La vida en una historia.,These ads ran without a disclaimer,≤100,1
112139391477892,Jornal de Brotas,These ads ran without a disclaimer,≤100,1
458679087668202,Mi Congreso,These ads ran without a disclaimer,≤100,1
386496518501640,Dré Black,These ads ran without a disclaimer,≤100,1
255877588393455,Правое полушарие Интроверта,These ads ran without a disclaimer,≤100,1
146853612068126,All-Energy,These ads ran without a disclaimer,≤100,1
113215033921737,ZenPrivata,These ads ran without a disclaimer,≤100,1
1584052475041607,Migrants Rights Legal Services,These ads ran without a disclaimer,≤100,1
273478032676919,Leemanuel's Music,These ads ran without a disclaimer,≤100,3
231872660646468,Paula Aggio,These ads ran without a disclaimer,≤100,1
103569128480791,FRESAN,These ads ran without a disclaimer,≤100,1
613297762454883,Lorely Mur,These ads ran without a disclaimer,≤100,1
0,Instagram User 624271798,These ads ran without a disclaimer,≤100,1
112426680467345,Shaik Noman,These ads ran without a disclaimer,≤100,1
109484729082711,Climate Tracker,These ads ran without a disclaimer,≤100,2
105226841774989,Science101 Trends,These ads ran without a disclaimer,≤100,1
110452534440584,Flamenco Psychotherapy,These ads ran without a disclaimer,≤100,1
0,Instagram User 8943559748,These ads ran without a disclaimer,≤100,1
0,Instagram User 4591162833,These ads ran without a disclaimer,≤100,1
2177341395888782,Leila Fuchter - Consultoria e Treinamentos,These ads ran without a disclaimer,≤100,1
465751400483761,Conceição Bier,These ads ran without a disclaimer,≤100,1
1461103040845170,Ferpar - Ferragens e Equipamentos de Segurança,These ads ran without a disclaimer,≤100,1
105723248728174,Pray for Ukraine,These ads ran without a disclaimer,≤100,4
180050601590,Music For Freaks,These ads ran without a disclaimer,≤100,1
93745060700,CARE,These ads ran without a disclaimer,≤100,5
1518855074826897,Bex Auto,These ads ran without a disclaimer,≤100,1
584811581695737,swissinfo.ch auf Deutsch,These ads ran without a disclaimer,≤100,1
669307523469574,EveryJew,These ads ran without a disclaimer,≤100,2
111018968125086,Trust Solar,These ads ran without a disclaimer,≤100,4
213507770682317,Savage to Marriage,These ads ran without a disclaimer,≤100,1
0,Instagram User 5308077926,These ads ran without a disclaimer,≤100,1
104204665546232,True Info,These ads ran without a disclaimer,≤100,1
1506608236300228,Sinog - Associação Brasileira de Planos Odontológicos,These ads ran without a disclaimer,≤100,1
428157337550611,ICMM,These ads ran without a disclaimer,≤100,2
112177278825671,King's College London Alumni,These ads ran without a disclaimer,≤100,1
102372395417682,Multiplicando Conhecimento,These ads ran without a disclaimer,≤100,1
576473286362211,GSC Group,These ads ran without a disclaimer,≤100,1
101511488615790,ImplantOdonto,These ads ran without a disclaimer,≤100,1
100573668896649,Eye-Opening Crowdfunding Projects,These ads ran without a disclaimer,≤100,5
106185808470051,Calibre da Liberdade,These ads ran without a disclaimer,≤100,1
102643842432798,Help Ukraine in the war and reconstruction,These ads ran without a disclaimer,≤100,2
100781582363545,M113_lin_11,These ads ran without a disclaimer,≤100,1
111104961506827,Shining wallpaper2.23z1,These ads ran without a disclaimer,≤100,1
1989973944401833,Salerno - Genealogia Italiana,These ads ran without a disclaimer,≤100,1
1840671912627764,Raquel Boyes,These ads ran without a disclaimer,≤100,1
111181773819413,ART STORIA,These ads ran without a disclaimer,≤100,1
108380115069520,Resistência Camisas,These ads ran without a disclaimer,≤100,1
0,Instagram User 8258338339,These ads ran without a disclaimer,≤100,1
104296648772861,Dude Read,These ads ran without a disclaimer,≤100,1
111462601349778,Something Special,These ads ran without a disclaimer,≤100,1
101149931673756,Webfic new app,These ads ran without a disclaimer,≤100,2
0,Instagram User 6400249392,These ads ran without a disclaimer,≤100,2
1550783025242877,Dr. Fausto Roberto - DentoLife,These ads ran without a disclaimer,≤100,3
384854838231675,Autores Associados,These ads ran without a disclaimer,≤100,1
112342921129230,CLICK and SHOP,These ads ran without a disclaimer,≤100,4
1972651946285886,Craig Leshen Art,These ads ran without a disclaimer,≤100,1
0,Instagram User 7723031733,These ads ran without a disclaimer,≤100,1
579490952067828,Research in Germany,These ads ran without a disclaimer,≤100,2
45628695543,IGLYO,These ads ran without a disclaimer,≤100,1
334774696711646,Mira Imóveis,These ads ran without a disclaimer,≤100,1
146841588715199,Instituto de Investigaciones Antropológicas,These ads ran without a disclaimer,≤100,1
0,Instagram User 8498703228,These ads ran without a disclaimer,≤100,1
100566968288072,Matheus Marins Mangaratiba,These ads ran without a disclaimer,≤100,1
102309421190764,Sylwia Madeńska,These ads ran without a disclaimer,≤100,1
399754700104901,The CEO Magazine,These ads ran without a disclaimer,≤100,3
427890654441773,Hitachi Cooling & Heating Global,These ads ran without a disclaimer,≤100,1
