Page ID,Page name,Disclaimer,Amount spent (USD),Number of ads in Library
116927601004333,Peggy Huang for Judge,Huang for Judge 2022,1008,1
248181906078243,National Institute for Civil Discourse,CommonSense American,1000,6
128722474347058,Andrew Sorrell for State Auditor,Committee to Elect Andrew Sorrell,999,1
393795797388359,FOUR PAWS,FOUR PAWS INTERNATIONAL INC,998,10
1619076175021844,State Representative Renitta Shannon,Elect Renitta Shannon,993,3
101717572423510,Protect Your Pay RI,Protect Your Pay RI,991,12
1890399264574296,Senator Jen Jordan,FRIENDS OF JEN JORDAN INC,991,4
1755022754558753,Strong Public Schools Nevada,Strong Public Schools Nevada,988,15
340645001925,San Diego County Democratic Party,San Diego County Democratic Party,982,12
107492458444585,Stan Kitzman,Kitzman for Texas,982,21
1949064322040283,Principles,"Principles, LLC",982,14
110433194973711,Contra Costans for Progress and Justice,"Contra Costans for Progress and Justice, a coalition of business, labor and people that care about public safety in support of Mary Knox for District Attorney 2022",979,10
11111618026,Union of Concerned Scientists,"UNION OF CONCERNED SCIENTISTS, INC.",976,8
253312980194,Community Catalyst,COMMUNITY CATALYST INC,970,23
1673902136247129,David Belle Isle,GEORGIANS FOR BELLE ISLE INC,970,2
32682889528,U.S. Chamber of Commerce,The U.S. Chamber of Commerce,969,24
118502801658228,Young Kim,Young Kim for Congress,966,22
406456986070332,Matt Gaetz,Friends of Matt Gaetz,964,3
108668434816887,Jake Evans,"Jake Evans for Congress, Inc.",959,11
119787175417064,Dr. Jen Campbell for San Diego City Council,Re-Elect Dr. Jen Campbell for City Council 2022,957,11
109295990419284,Esther For Congress,ESTHER FOR CONGRESS,957,22
195564470605699,Mayor Yxstian Gutierrez,Gutierrez for Supervisor 2022,955,14
106623072019962,Opportunity for Tomorrow,Opportunity for Tomorrow,955,12
300992409852,Hoover Institution,Hoover Institution,952,44
100165315231945,Save the Beer Economy,Anheuser-Busch,948,8
138920486202280,VOTE411,League of Women Voters Education Fund,944,55
261319066080,Americans for Prosperity - Ohio,AMERICANS FOR PROSPERITY,944,2
416879795094142,Kevin Jensen for Sheriff 2022,Kevin Jensen for Sheriff 2022,943,6
151119378313327,Tony Evers,Tony for Wisconsin,941,58
38235851310,USA for UNHCR,United States Association for UNHCR with Facebook ad credits,940,43
1869096856445263,Souls to the Polls Milwaukee,Souls to the Polls,936,3
585942765164217,Elect Democratic Women,ELECT DEMOCRATIC WOMEN,936,18
113237484695047,Common Sense America Election Fund,Common Sense America Election Fund,933,1
1228396643984955,Michelle Steel,Michelle Steel for Congress,930,18
197669827395385,Connected Commerce Council,Connected Commerce Council and American Edge Project,914,47
102592959026,Ocean Conservancy,"OCEAN CONSERVANCY, INC.",909,108
2066370480276990,"Mike “Michael” Carter, State Senate",Michael Edward Carter,903,1
108892551556386,Mano DeAyala For State Rep,Mano DeAyala for State Representative,902,8
105611098683081,The Georgia Report,Stacey Abrams for Governor,902,48
103465179039520,Gloria Butler for Senate District 55,Gloria Butler for State Senate,900,1
107820108323163,Matt Casey District Attorney,Casey for District Attorney,899,14
1427689927492388,RNPA Union,REGISTERED NURSES PROFESSIONAL ASSOCIATATION,898,12
1637830056471155,Southern Christian Coalition,Forward Tennessee,895,6
46093654473,National Republican Congressional Committee,NRCC,894,45
102628352251126,Nate Schatzline For Texas,Nate Schatzline for Texas,888,5
105760061866321,Galvanize Action,Galvanize Action,883,76
157667060993359,Robert Garcia,ROBERT GARCIA FOR CONGRESS,882,15
2279403102377714,Lesley Briones Campaign,Lesley Briones Campaign,880,11
103048587920360,DMFI PAC,DMFI PAC,876,1
1445462329016059,Adam Laxalt,LAXALT FOR SENATE,872,13
102900705768156,Curt Hagman Listens,Ad paid for by California Real Estate Independent Expenditure Committee – California Association of REALTORS®. Committee major funding from:  National Association of REALTORS®  Not authorized by a candidate or a committee controlled by a candidate.,871,1
101331215917241,MorenoforSupervisor,Working Families for Jaclyn Moreno for Sacramento County Supervisor 2022,870,5
471928596287830,Brian Mast,Mast for Congress,867,5
361296404336401,Representative Steven Sainz,Committee to Elect Steven Sainz,866,6
1387400564843120,Americans for Prosperity - South Dakota,AMERICANS FOR PROSPERITY,863,9
287477271319818,Peter Welch,Welch for Vermont,861,29
631570717331198,Working to Fight AMR,BIOTECHNOLOGY INNOVATION ORGANIZATION,861,45
19192438096,AAAS - The American Association for the Advancement of Science,American Association for the Advancement of Science,860,10
104294461919852,People For Portland,People For Portland,860,15
376638603087168,Save The Earth,8 Billion Trees LLC,859,4
111713728196730,Grow Florida,Grow Florida,855,4
18709174006,National Audubon Society,"NATIONAL AUDUBON SOCIETY, INC.",854,296
101600352371624,Katie Curran O'Malley for Attorney General,Catherine Katie Curran OMalley For Maryland,854,2
104036078858972,Jennifer Fidler,Friends of Jennifer Fidler,848,7
21647204289,Michigan Education Association,Michigan Education Association,847,78
108534121652566,Internet For Growth,"Interactive Advertising Bureau, Inc.",847,12
51052893175,Kevin McCarthy,Leader Kevin McCarthy,845,5
735701639831847,Roger Roth for Wisconsin,Roth for Wisconsin,842,6
269479249997,NSSF—The Firearm Industry Trade Association,National Shooting Sports Foundation,842,18
121626482110,Operation Smile,OPERATION SMILE,838,29
59637554563,County of San Diego - Government,County of San Diego - Government,837,18
82850948181,University of Pittsburgh,University of Pittsburgh,836,12
1746542505591538,Senator Frank Ginn,Friends of Frank Ginn,835,40
1775685499406954,Scott Baugh,Scott Baugh for Congress,835,5
861272160620347,Texas Realtors PAC,Texas Realtors PAC,828,15
746938465317981,Nuclear Matters,Nuclear Matters,827,67
101006235920925,Paulette Chaffee for OC Board of Education,Paulette Chaffee for Orange County Board of Education Trustee Area 4 -2022,826,8
59826489083,SELC,SOUTHERN ENVIRONMENTAL LAW CENTER,825,26
123548795009591,Henry Bouchot,Bouchot for Senate 2022,824,38
23875187730,Feeding America,Feeding America,824,17
711478725532801,Civiqs,Civiqs,821,18
102334858729612,"Erin Bell Welborn, for District Judge, Shelby County, Alabama",Committee to Elect Erin Welborn,820,7
101751342363487,Michelle Vallejo for Congress,Michelle Valle for Congress,819,8
49560242814,Consumer Energy Alliance,Consumer Energy Alliance,817,6
23790541544,Democrats,DCCC,816,57
1509209726034350,Iowa Starting Line,"Courier Newsroom, Inc.",813,7
104419475285342,Common Sense Leadership Fund,Common Sense Leadership Fund Inc.,811,10
2203907813182007,Joseph Trahan,Joseph Trahan for TX HD 22,809,5
2067923086763935,"Jay Hovey, Alabama State Senate District 27",James Thomas Hovey Jr,808,7
534754226586678,DoorDash,"DOORDASH, INC.",808,6
111381286153012,Advancing Freedom,Advancing Freedom,805,4
230459977132579,Suzie Price for Mayor 2022,Suzie Price for Mayor 2022,798,15
102958018774921,Mark Sherwood for Oklahoma Governor,Sherwood 2022,796,3
7860876103,Joe Biden,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,794,92
110081691582500,Jonathan Swain for Congress,Swain for Congress,793,13
139766499461199,Tom Rice for Congress,TOM RICE FOR CONGRESS,789,6
160513344045084,John Neely Kennedy,"John Kennedy for Us, Inc",786,6
166618413413767,Jay Sekulow,American Center for Law and Justice,786,26
109514401622885,Sarah Neibart for Morris County Commissioner,Neibart for Morris County,786,29
253507715172780,Andy Levin,ANDY LEVIN FOR CONGRESS,782,68
174754989846475,NewDem Action Fund,New Democrat Coalition Action Fund,780,2
113006018065221,Dr. Cordie Williams,DRCORDIE4SENATE,777,3
1913007469025720,American Values First,AMERICAN VALUES FIRST,776,6
101165966152,AFL-CIO,AFL-CIO,773,4
330503870688520,Darren Bailey for Governor,Bailey for Illinois,770,16
828902563856302,Chuck Schumer D-NY,FRIENDS OF SCHUMER,768,28
416381175589490,Sam Peters,COMMITTEE TO ELECT SAM PETERS,768,4
105481261624253,David Giglio for Congress,GIGLIO FOR CONGRESS,768,11
1318439511565011,Financial Study Network,Financial Study Network,765,15
1036842689828903,Yesli Vega,YESLI VEGA FOR VIRGINIA,763,32
104888014891398,Alexi For Us,CITIZENS FOR GIANNOULIAS,762,16
115379705206001,U.S. Department of Homeland Security Blue Campaign,U.S Department of Homeland Security Blue Campaign,761,43
110949144713656,Eunisses for City Council 2022,Eunisses Hernandez for City Council 2022,761,7
113163527802501,Reyes 4 Texas,Raul for Texas,759,6
5998839406,Avow,"Avow, Inc",757,11
177977585588602,California Hospital Association,California Hospital Association,756,3
38897314734,Trust for Public Land,"TRUST FOR PUBLIC LAND, THE",756,14
101268598768560,Congresswoman Julia Letlow,Office of Congresswoman Julia Letlow,755,4
100443865787978,Alexandra del Moral Mealer for Harris County Judge,Alex Mealer for Judge,754,3
108385597553152,Working People's Platform,SEIU COPE (SERVICE EMPLOYEES INTERNATIONAL UNION COMMITTEE ON POLITICAL EDUCATION),751,21
100657592238049,Gil Cedillo For City Council,Cedillo for City Council 2022,751,10
356860853201,New York League of Conservation Voters,NEW YORK LEAGUE OF CONSERVATION VOTERS,748,14
190400207672014,American Bankers Association,American Bankers Association,748,1
104623832132932,Perry Johnson,Perry Johnson for Governor,746,15
29921386086,Linda Sánchez for Congress,STAND WITH SANCHEZ,746,1
16477459734,League of Conservation Voters,"LEAGUE OF CONSERVATION VOTERS, INC",740,23
172298889630363,Republican Attorneys General Association,REPUBLICAN ATTORNEYS GENERAL ASSOCIATION,740,4
583251928768552,Sara Stapleton Barrera for Texas Senate District 27,Sara Stapleton Barrera for Texas Senate,737,12
376637942808778,Beth Moore for Georgia,"PAID FOR BY BETH MOORE FOR SENATE, LLC",736,4
240144289783011,Senator Emanuel Jones,Senator Emanuel Jones,736,13
115329801149952,Gulf Gathering for Climate Justice and Joy,Green New Deal Network,734,20
111893659171316,Choose Love,Choose Love Inc.,733,2
110035455040973,Morgan LaMantia For Texas Senate District 27,"TREPAC/Texas Association of REALTORS® Political Action Committee, Pol. adv.",731,4
108035061792878,No on H - Stop the Republican Con,Friends of Chesa Boudin Opposing the Recall,731,5
157759274279900,NC Department of Justice and Attorney General's Office,North Carolina Department of Justice,730,2
340827527230084,Clergy Abuse Claims & Settlement,Tort Group LLC,726,1
109985894715539,Josh Carnley for Alabama Senate,Carnley For Senate,725,6
105166942070049,Keith Blackwood for District Attorney,Keith Blackwood for District Attorney,724,4
100381672607676,Tanya Miller for Georgia State House - District 62,Tanya for Georgia Inc.,722,2
1484724105163169,Courageous Conservatives PAC,COURAGEOUS CONSERVATIVES PAC,721,2
100839288957793,Alan Sims,ALAN SIMS FOR CONGRESS,715,18
7192716362,Amnesty International USA,Amnesty International USA,714,14
36872302227,Cory Booker,CORY BOOKER FOR SENATE,710,49
105251911754539,Kay Ivey,Kay Ivey for Governor,710,3
91346559231,Democratic Legislative Campaign Committee - DLCC,Democratic Legislative Campaign Committee,710,57
349068689306,Tim Scott,Tim Scott for Senate,709,30
26442402549,American Hotel & Lodging Association -  AHLA,American Hotel and Lobbying Association,708,34
104471748684381,Robert White,Robert for DC,707,10
1780867608827439,H Fisk Johnson,"S. C. Johnson & Son, Inc.",705,20
530728423668458,Eduardo Garcia for State Assembly,Eduardo Garcia for State Assembly 2022,705,6
107238494780494,Tim McOsker for L.A. City Council,Tim McOsker for City Council 2022,704,2
113553048669158,Rick Scott,RICK SCOTT FOR FLORIDA,704,4
721266971604614,Alex Lee,Alex Lee for State Assembly,703,48
29717379728,International Justice Mission,International Justice Mission,703,53
717339155320936,Better Solutions for Healthcare,Better Solutions for Healthcare,701,26
504161563089343,BlackPAC,Black PAC,699,6
345378512258813,Elise Stefanik,ELISE FOR CONGRESS,697,29
101663439000882,Allison Holdorff Polhill for Los Angeles,ALLISON HOLDORFF POLHILL FOR LA CITY COUNCIL 2022,693,3
339316429553582,Omar Aquino,Senator Omar Aquino,690,8
109230491733862,Nurses and Educators for Georgette Gomez for Assembly 2022,Nurses and Educators for Georgette Gomez for Assembly 2022,690,4
106568024842114,Rideshare Assault Support,Injury Match,690,14
110483698183711,Consumers For Fair Legal Funding,American Property Casualty Insurance Association,689,5
159658557547960,WSJ Opinion,The Wall Street Journal,689,38
106656845034469,Smarter NY Energy,Smarter NY Energy,688,17
224110651893,International African American Museum,IAAM,688,7
113255984133856,Joelle Gallagher for Napa County Supervisor,Joelle Gallagher For Supervisor,687,21
80562389320,NARAL Pro-Choice America,NARAL PRO-CHOICE AMERICA CORP,686,12
1517331624981243,Ashleigh Aitken,Aitken for Mayor 2022,686,4
269317522200,Adrian Garcia,Adrian Garcia for Harris County Commissioner Precinct 2,685,10
304750332920654,Carl DeMaio,Reform California,685,5
1428755447227803,Defend The Second,Next Level Goods,684,14
302182941354,AARP Advocates,AARP,683,1
57815146231,SEIU Local 1021,California Workers' Justice Coalition sponsored by Service Employees International Union Local 1021,682,12
101683722427866,Steve Crowell for State Senate,Steve Crowell for Senate,678,2
101316952134613,Mark Finchem,Finchem for Secretary of State,677,4
228132537208218,Tammy Duckworth,TAMMY FOR ILLINOIS,676,5
490338027836333,Elect Frances Holk-Jones for State Representative District 95,Frances Holk-Jones,670,16
162346547603209,Kevin McCarty,Kevin McCarty for Assembly 2022,670,6
591968597559569,Donald Norcross for Congress,DONALD NORCROSS FOR CONGRESS,669,12
410871292591200,The Trump Republicans,Derek Edward Utley,667,1
147368882623027,Black Futures Lab,Black Futures Lab,662,4
2151572411731848,NextGen Policy,NextGen Climate Action,656,6
267072741303,Jason Rapert,Jason Rapert for LT Governor,655,1
640358026055800,Utah Public Lands Policy Coordinating Office,Utah Public Lands Policy Coordinating Office,655,6
329384734362985,Sharon Cooper,Sharon Cooper for State House,654,15
101513908193475,Manny Kess,Manny For Nevada,654,1
108268161352786,Stanley M. Herzog Foundation,Herzog Foundation,653,11
1669941646417657,Senior Choice Financial,Andrea Marroquin,651,16
298271003840760,Bluestem Kansas,Bluestem Foundation,651,13
355294377918872,American Federation for Children - Arizona Chapter,American Federation for Children. Not authorized by any candidate.,649,7
765097033535684,Nova Ukraine,Nova Ukraine with Facebook ad credits,647,3
99142348590,MPR News,MINNESOTA PUBLIC RADIO,647,19
266344180585578,Jim Jordan for Congress,JIM JORDAN FOR CONGRESS,643,25
104973821688428,American Accountability Foundation,American Accountability Foundation,640,22
959920097426693,Karen Mathiak,Karen Mathiak for State House,640,22
106146672025404,Mike Hodges for State Senate District 3,Mike Hodges for State Senate,639,10
102527849881766,Wes Moore,"By Authority: Wes Moore for Maryland, Mary Tydings, Treasurer",638,6
184436331580348,Quake Media,Villanova Media Inc. dba Quake Media,636,24
514649125971110,EDF Action Votes,EDF Action Votes INC,636,12
590072277714798,Katrina Foley,Katrina Foley for Supervisor 2022,633,6
258745385098,Glendale Chamber of Commerce,Glendale Chamber of Commerce,633,4
215830238462422,The LIBRE Initiative,The Libre Initiative,632,6
106431468672014,Ron Menor,Friends for Menor,630,1
191247007554047,Center of the American Experiment,Center of the American Experiment,630,3
115366081170279,Los Angeles County Federation of Labor Council on Political Education,THE LOS ANGELES COUNTY FEDERATION OF LABOR COUNCIL ON POLITICAL EDUCATION,627,8
405036766556129,Lou and Josh 2022,Committee to Re-Elect Leon Guerrero & Tenorio,626,6
58889234384,Planned Parenthood of Orange and San Bernardino Counties,Planned Parenthood of Orange and San Bernardino Counties,625,17
34362997676,United States Holocaust Memorial Museum,UNITED STATES HOLOCAUST MEMORIAL MUSEUM,625,31
101006092119701,Paul Burch for Sheriff,Friends of Paul Burch,623,4
195530355493,Chicks On The Right,The Association of Mature American Citizens Inc,623,7
1517919588502283,Christy Smith for Congress,CHRISTY SMITH FOR CONGRESS,619,3
40973310753,Pathfinder International,Pathfinder International,619,20
107037438378143,Lead With Gratitude,My Free 2nd Amendment Books,615,7
404774046800358,Judge Gunner DeLay for Supreme Court,Judge Gunner DeLay for Supreme Court,613,5
